date,time_of_day,crime_type,location,latitude,longitude,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity
04.05.1997,09:36:35,Theft,HSR Layout,12.9413,77.5977,Female,55,Male,49,None,Major,Rain,15,Forgery
06.05.1997,06:34:01,Fraud,Banashankari,13.8437,77.6369,Male,56,Male,18,Knife,None,Clear,11,Burglary
11.05.1997,06:28:24,Assault,Whitefield,13.4532,77.6445,Male,53,Female,29,Blunt Object,Fatal,Rain,40,Fraud
10.05.1997,00:20:28,Robbery,Whitefield,12.927,77.7771,Other,30,Female,23,Knife,Fatal,Clear,22,Drug Offense
07.05.1997,11:09:04,Embezzlement,Bellandur,12.9493,77.4502,Male,42,Other,48,None,Minor,Partly Cloudy,9,Vandalism
16.05.1997,12:49:06,Vandalism,Whitefield,13.0676,77.4094,Other,38,Male,22,None,Minor,Partly Cloudy,25,Theft
09.05.1997,22:00:41,Burglary,Jayanagar,12.9363,77.4493,Male,37,Male,35,Knife,Minor,Rain,40,Assault
10.05.1997,16:34:31,Embezzlement,Yelahanka,13.1211,77.6685,Male,34,Male,29,Knife,Major,Partly Cloudy,33,Embezzlement
27.06.1997,20:07:20,Vandalism,Yelahanka,12.8268,77.6276,Female,42,Male,36,None,Major,Clear,32,Assault
23.06.1997,03:16:40,Assault,Banashankari,12.6786,77.5988,Other,29,Female,62,Knife,Major,Snow,30,Theft
18.06.1997,09:56:27,Forgery,Yelahanka,13.8568,77.7276,Male,65,Female,59,None,Fatal,Overcast,5,Robbery
27.06.1997,21:27:08,Drug Offense,HSR Layout,12.8626,77.4859,Female,70,Other,26,Gun,Major,Snow,1,Assault
27.06.1997,00:33:27,Theft,Marathahalli,13.0143,77.5279,Other,45,Female,44,Knife,Major,Snow,1,Embezzlement
05.06.1997,12:49:41,Drug Offense,Whitefield,13.0882,77.4251,Male,60,Female,62,Gun,Major,Rain,20,None
03.06.1997,14:10:01,Assault,Bellandur,13.1626,77.4655,Female,25,Female,21,None,Major,Partly Cloudy,0,Vandalism
18.06.1997,19:10:26,Assault,Whitefield,13.1369,77.6916,Female,39,Male,58,Knife,Major,Overcast,28,Theft
10.06.1997,20:11:50,Embezzlement,Jayanagar,13.1427,77.6536,Other,38,Female,37,None,None,Clear,0,Fraud
26.06.1997,17:41:33,Vandalism,Banashankari,13.4906,77.509,Male,61,Female,39,Knife,Minor,Snow,37,Vandalism
18.06.1997,12:49:40,Forgery,Kamakshipalya,12.9633,77.7399,Female,45,Male,46,None,None,Clear,3,Robbery
14.06.1997,16:36:52,Drug Offense,Marathahalli,13.8881,77.0256,Male,58,Female,32,Gun,None,Overcast,40,Robbery
01.06.1997,18:45:43,Embezzlement,Yelahanka,12.9649,77.4541,Female,52,Other,21,Knife,Fatal,Rain,10,Fraud
16.06.1997,00:30:25,Forgery,Whitefield,13.014,77.7757,Other,52,Male,27,Gun,Major,Partly Cloudy,31,None
20.06.1997,07:10:44,Robbery,Kamakshipalya,12.2184,77.7962,Other,59,Other,56,Blunt Object,Minor,Overcast,18,Robbery
05.06.1997,04:12:44,Robbery,Marathahalli,13.0309,77.4094,Female,26,Male,54,None,Fatal,Rain,27,Drug Offense
10.06.1997,06:51:36,Burglary,Electronic City,12.8901,77.7659,Other,21,Female,24,Knife,Major,Rain,34,Forgery
18.07.1997,01:07:00,Theft,Banashankari,13.0761,77.2073,Female,48,Female,23,Blunt Object,Minor,Partly Cloudy,34,Drug Offense
27.07.1997,22:42:01,Vandalism,Koramangala,13.0446,77.5464,Other,53,Male,66,None,Major,Snow,17,Embezzlement
16.07.1997,01:25:22,Vandalism,Yelahanka,12.9252,77.4566,Male,60,Male,36,Knife,None,Clear,35,Robbery
04.07.1997,07:52:27,Theft,Bellandur,12.9904,77.7486,Female,45,Male,18,Blunt Object,Fatal,Snow,4,Vandalism
06.07.1997,18:32:30,Forgery,Whitefield,12.5726,77.5961,Male,50,Female,62,Knife,Fatal,Rain,20,Vandalism
16.07.1997,18:56:32,Vandalism,Indiranagar,12.9318,77.4594,Female,52,Other,36,Gun,None,Snow,38,Robbery
12.07.1997,06:03:14,Burglary,Kamakshipalya,12.9926,77.5564,Other,61,Male,42,Blunt Object,Major,Rain,11,Embezzlement
22.07.1997,15:07:28,Burglary,Whitefield,12.2184,77.4145,Male,19,Female,49,Gun,Major,Rain,40,Theft
19.07.1997,00:22:56,Fraud,Banashankari,13.1616,77.7924,Other,63,Female,56,Knife,Fatal,Partly Cloudy,29,Burglary
18.07.1997,05:26:56,Drug Offense,JP Nagar,13.0991,77.9413,Male,40,Female,24,Knife,Major,Clear,37,Drug Offense
12.07.1997,14:43:44,Embezzlement,Electronic City,13.0235,77.9748,Female,28,Female,20,Gun,None,Partly Cloudy,2,Robbery
16.07.1997,13:19:19,Drug Offense,Banashankari,12.956,77.4698,Female,69,Female,51,Blunt Object,Fatal,Clear,4,Burglary
20.07.1997,01:31:21,Vandalism,Whitefield,13.1071,77.267,Male,69,Male,38,Knife,Fatal,Clear,15,Embezzlement
28.07.1997,12:06:13,Vandalism,HSR Layout,12.9411,77.241,Male,44,Male,56,None,Fatal,Rain,13,Assault
11.07.1997,11:14:55,Assault,Banashankari,13.1986,77.4505,Other,33,Female,52,Blunt Object,Fatal,Rain,13,Embezzlement
06.07.1997,10:30:42,Drug Offense,Bellandur,13.0023,77.6913,Other,42,Female,29,Gun,Fatal,Snow,14,Theft
15.07.1997,08:43:47,Vandalism,Bellandur,12.3538,77.4239,Male,66,Male,63,Gun,None,Rain,29,Robbery
05.08.1997,19:19:55,Burglary,Jayanagar,13.2173,77.8229,Female,26,Male,45,Gun,Fatal,Snow,37,Vandalism
26.08.1997,12:50:53,Forgery,Whitefield,13.1585,77.2969,Male,48,Other,22,Blunt Object,Major,Partly Cloudy,19,Forgery
16.08.1997,05:04:17,Theft,Marathahalli,13.9394,77.0175,Male,48,Female,32,Gun,Minor,Snow,4,Vandalism
17.08.1997,03:54:09,Assault,HSR Layout,13.819,77.241,Other,39,Female,37,Blunt Object,Fatal,Overcast,0,Burglary
19.08.1997,01:31:57,Drug Offense,Marathahalli,13.0675,77.1793,Other,44,Male,45,Gun,Minor,Rain,18,Forgery
01.08.1997,16:30:52,Vandalism,HSR Layout,12.965,77.4991,Female,57,Female,23,None,Major,Rain,10,None
12.08.1997,06:50:09,Fraud,Jayanagar,12.8651,77.7198,Male,54,Male,57,Knife,Major,Overcast,40,Vandalism
12.08.1997,18:29:08,Fraud,Yelahanka,12.8291,77.6776,Female,29,Male,69,None,Major,Partly Cloudy,40,Robbery
28.08.1997,19:30:03,Forgery,HSR Layout,12.8704,77.3947,Female,35,Female,36,None,Fatal,Overcast,12,Embezzlement
23.08.1997,16:23:49,Forgery,HSR Layout,12.8476,77.6685,Other,48,Male,34,None,Fatal,Snow,20,Drug Offense
25.08.1997,10:19:28,Drug Offense,HSR Layout,13.1848,77.5031,Male,63,Male,28,Knife,Fatal,Partly Cloudy,16,None
24.08.1997,15:27:03,Drug Offense,Whitefield,13.0462,77.6739,Other,39,Female,36,None,None,Partly Cloudy,19,Fraud
12.08.1997,22:01:51,Robbery,Yelahanka,13.1803,77.5627,Other,64,Male,60,Blunt Object,None,Overcast,0,Forgery
16.08.1997,05:11:59,Assault,Koramangala,12.8125,77.6536,Female,38,Male,23,Blunt Object,Fatal,Snow,11,Burglary
21.08.1997,01:26:13,Vandalism,Banashankari,12.9318,77.4849,Male,53,Other,48,None,None,Clear,12,Theft
24.08.1997,10:21:43,Vandalism,Bellandur,12.9204,77.3251,Female,68,Female,42,Gun,Minor,Rain,10,Forgery
21.08.1997,10:37:20,Robbery,Marathahalli,13.3593,77.4282,Male,67,Other,35,Knife,Major,Partly Cloudy,4,Fraud
23.09.1997,22:44:27,Burglary,Banashankari,12.2184,77.7784,Female,24,Other,57,None,Minor,Rain,0,Theft
15.09.1997,22:36:43,Theft,Yelahanka,12.9809,77.5457,Female,38,Male,45,Blunt Object,Minor,Overcast,18,Drug Offense
13.09.1997,11:12:37,Robbery,Whitefield,12.8626,77.6689,Female,46,Other,63,Blunt Object,None,Clear,39,Assault
09.09.1997,10:45:46,Robbery,Electronic City,13.0446,77.6841,Female,70,Female,20,Gun,None,Overcast,2,Robbery
14.09.1997,04:59:21,Assault,Whitefield,12.8216,77.0053,Male,68,Male,41,Knife,Fatal,Clear,12,Theft
01.09.1997,08:49:45,Embezzlement,Electronic City,12.965,77.5653,Female,58,Female,27,Blunt Object,Fatal,Rain,31,Vandalism
26.09.1997,07:52:45,Robbery,Bellandur,12.5726,77.7696,Female,59,Male,69,Gun,None,Snow,25,Drug Offense
03.09.1997,12:51:05,Fraud,Electronic City,13.1536,77.4344,Male,54,Male,49,Blunt Object,None,Snow,15,Robbery
13.09.1997,08:08:25,Fraud,Whitefield,13.1326,77.4237,Other,19,Other,50,Blunt Object,None,Rain,2,Assault
14.09.1997,04:12:48,Burglary,JP Nagar,13.1738,77.5392,Other,20,Female,45,Gun,None,Partly Cloudy,10,Embezzlement
09.09.1997,05:30:40,Robbery,Bellandur,13.1956,77.6379,Female,24,Male,23,Blunt Object,Minor,Rain,21,Theft
28.09.1997,08:13:44,Theft,Yelahanka,13.0167,77.6919,Other,37,Female,22,Blunt Object,Major,Overcast,4,Vandalism
26.09.1997,06:56:19,Vandalism,Jayanagar,13.0418,77.1076,Male,48,Other,59,Knife,Minor,Overcast,14,Fraud
13.09.1997,06:39:41,Robbery,Yelahanka,12.9746,77.5319,Female,65,Male,26,Blunt Object,Fatal,Overcast,35,Fraud
16.09.1997,23:11:22,Vandalism,JP Nagar,13.0676,77.014,Male,32,Male,26,Gun,Major,Snow,20,Robbery
07.09.1997,04:23:07,Vandalism,Yelahanka,12.1702,77.7279,Other,60,Male,31,Blunt Object,None,Snow,15,Embezzlement
23.09.1997,06:45:09,Vandalism,Whitefield,13.0471,77.5336,Female,21,Female,29,None,Minor,Clear,2,Theft
11.10.1997,19:21:49,Forgery,Electronic City,12.8712,77.4237,Female,28,Male,66,None,None,Rain,15,Forgery
17.10.1997,00:24:41,Embezzlement,Indiranagar,13.4004,77.6274,Female,52,Male,18,Knife,Fatal,Partly Cloudy,35,Forgery
16.10.1997,00:26:25,Fraud,Banashankari,13.1585,77.1537,Female,34,Female,19,Gun,Minor,Clear,35,Robbery
14.10.1997,08:29:28,Fraud,Jayanagar,13.0355,77.5665,Other,43,Male,31,Knife,None,Partly Cloudy,15,Vandalism
04.10.1997,13:53:01,Vandalism,Bellandur,13.0326,77.3679,Female,52,Male,53,None,Major,Rain,35,Burglary
25.10.1997,15:36:11,Fraud,JP Nagar,13.0288,77.7242,Male,55,Male,40,Blunt Object,Fatal,Rain,38,Forgery
25.10.1997,10:34:15,Theft,Yelahanka,12.9242,77.7202,Male,48,Female,28,Gun,None,Snow,25,None
22.10.1997,18:06:28,Assault,Koramangala,13.0235,77.4947,Female,56,Female,40,Blunt Object,Minor,Rain,34,Forgery
14.10.1997,23:16:11,Fraud,JP Nagar,13.1592,77.6288,Male,65,Male,38,Gun,Minor,Partly Cloudy,6,Theft
20.10.1997,13:30:10,Vandalism,JP Nagar,12.9823,77.4655,Other,63,Other,48,Blunt Object,Fatal,Overcast,2,Robbery
16.10.1997,18:02:41,Robbery,Whitefield,13.0534,77.6794,Male,48,Other,38,Knife,Minor,Rain,20,Drug Offense
20.10.1997,22:28:48,Embezzlement,Whitefield,13.0246,77.7363,Other,31,Other,69,Knife,None,Snow,13,Embezzlement
10.10.1997,11:33:23,Theft,Whitefield,13.0279,77.0554,Other,64,Other,56,Blunt Object,Minor,Rain,3,Forgery
02.10.1997,01:20:55,Assault,Banashankari,13.0705,77.7038,Other,29,Male,44,None,Minor,Snow,39,Vandalism
17.10.1997,17:03:02,Vandalism,Whitefield,12.2237,77.6181,Female,52,Female,37,Blunt Object,Minor,Rain,22,Assault
16.10.1997,19:30:06,Assault,JP Nagar,12.9426,77.6621,Male,40,Male,37,Knife,None,Clear,35,Forgery
24.10.1997,05:30:30,Vandalism,Koramangala,12.9021,77.9458,Male,59,Male,44,Gun,Major,Snow,16,Fraud
16.11.1997,19:00:59,Vandalism,Kamakshipalya,12.3947,77.5055,Female,26,Other,41,None,Fatal,Snow,1,Theft
28.11.1997,13:24:28,Fraud,Whitefield,12.818,77.4085,Other,58,Other,50,Blunt Object,Fatal,Snow,12,Vandalism
12.11.1997,20:29:06,Robbery,Jayanagar,13.1729,77.5338,Other,30,Female,30,Gun,Major,Clear,33,Fraud
21.11.1997,13:11:55,Forgery,Yelahanka,12.8833,77.7341,Male,63,Other,60,Blunt Object,None,Partly Cloudy,13,Assault
07.11.1997,16:15:45,Robbery,HSR Layout,13.1989,77.9418,Female,67,Male,68,None,Minor,Overcast,10,Theft
15.11.1997,18:58:43,Embezzlement,HSR Layout,13.629,77.7251,Male,67,Male,20,Gun,None,Overcast,0,Theft
16.11.1997,06:16:47,Theft,JP Nagar,13.0442,77.4499,Other,57,Male,30,Gun,Minor,Overcast,10,Fraud
08.11.1997,15:44:40,Burglary,Electronic City,13.1831,77.449,Male,26,Other,64,None,Minor,Clear,11,Fraud
12.11.1997,22:59:46,Theft,Whitefield,12.8369,77.4594,Female,57,Other,39,Knife,None,Partly Cloudy,2,Theft
04.11.1997,09:57:06,Assault,Koramangala,12.8163,77.7878,Other,48,Other,60,Gun,None,Clear,33,Assault
05.11.1997,23:58:10,Forgery,Indiranagar,13.1536,77.6379,Female,60,Male,62,None,Minor,Clear,14,Embezzlement
27.11.1997,23:51:36,Robbery,Marathahalli,13.1212,77.5068,Female,25,Male,41,Gun,Fatal,Clear,0,Embezzlement
26.11.1997,01:37:09,Forgery,Electronic City,13.7866,77.5977,Other,31,Male,66,Gun,Major,Rain,1,Robbery
18.11.1997,18:45:16,Assault,Kamakshipalya,13.1242,77.746,Male,42,Male,45,Blunt Object,Major,Partly Cloudy,40,Forgery
14.11.1997,09:17:29,Burglary,Bellandur,12.8043,77.7504,Female,23,Female,61,Gun,Major,Partly Cloudy,9,Vandalism
19.11.1997,04:18:54,Vandalism,JP Nagar,13.0282,77.5754,Other,30,Other,70,Blunt Object,Major,Overcast,1,Burglary
02.11.1997,20:33:29,Vandalism,Marathahalli,12.8066,77.6145,Female,69,Female,63,Gun,Fatal,Clear,31,Drug Offense
10.12.1997,04:13:41,Robbery,Banashankari,12.9724,77.5731,Female,48,Male,44,None,None,Overcast,19,Fraud
25.12.1997,14:07:26,Drug Offense,Whitefield,13.0337,77.6863,Other,64,Female,41,Knife,Major,Partly Cloudy,35,Theft
02.12.1997,20:21:17,Fraud,Yelahanka,13.0399,77.7426,Female,20,Male,70,Gun,Minor,Clear,23,Assault
12.12.1997,15:35:05,Embezzlement,Indiranagar,13.1226,77.4062,Male,28,Female,30,None,Minor,Snow,27,Embezzlement
16.12.1997,03:06:32,Burglary,HSR Layout,12.9778,77.5897,Male,60,Other,28,Gun,Major,Clear,34,Vandalism
28.12.1997,23:43:05,Embezzlement,Kamakshipalya,13.0714,77.5333,Other,61,Other,40,Knife,None,Rain,19,Embezzlement
05.12.1997,00:06:33,Robbery,Marathahalli,13.161,77.7488,Female,23,Female,47,Knife,None,Snow,31,Embezzlement
22.12.1997,17:39:05,Drug Offense,Yelahanka,13.0597,77.5066,Male,61,Male,29,Blunt Object,Minor,Rain,6,Burglary
24.12.1997,18:01:52,Drug Offense,Jayanagar,13.1341,77.5672,Other,65,Female,36,Knife,None,Snow,38,Theft
23.12.1997,05:06:27,Theft,Jayanagar,13.0804,77.0354,Male,51,Female,64,None,Minor,Rain,24,Fraud
23.12.1997,18:47:48,Drug Offense,Bellandur,13.1963,77.5338,Other,39,Other,18,Knife,None,Overcast,28,Fraud
11.12.1997,06:55:35,Theft,Jayanagar,12.9424,77.5611,Male,26,Other,28,None,Major,Snow,19,Vandalism
15.12.1997,16:09:51,Drug Offense,HSR Layout,13.9384,77.5768,Female,27,Other,51,Knife,Major,Snow,2,Embezzlement
15.12.1997,15:28:05,Forgery,Marathahalli,12.9318,77.6919,Other,28,Male,18,None,Minor,Clear,26,Drug Offense
22.12.1997,20:40:00,Drug Offense,Koramangala,13.3949,77.5896,Male,23,Female,66,Knife,Minor,Clear,34,Burglary
12.12.1997,20:52:32,Embezzlement,Indiranagar,12.3922,77.735,Female,68,Male,69,Blunt Object,None,Snow,21,Theft
24.12.1997,01:26:24,Forgery,HSR Layout,12.9523,77.1821,Male,31,Other,69,Gun,Fatal,Clear,10,Burglary
26.01.1998,22:22:58,Burglary,Banashankari,12.9522,77.5835,Female,36,Male,33,Gun,Minor,Partly Cloudy,24,Assault
02.01.1998,19:59:11,Theft,Indiranagar,12.9809,77.4458,Female,49,Other,35,Blunt Object,Major,Rain,36,Drug Offense
17.01.1998,23:02:54,Theft,Koramangala,13.1557,77.7939,Female,22,Male,52,None,Major,Clear,2,Drug Offense
03.01.1998,22:03:32,Drug Offense,Banashankari,12.9242,77.6718,Female,42,Female,52,Blunt Object,Major,Partly Cloudy,2,Burglary
26.01.1998,23:53:56,Drug Offense,Indiranagar,13.1831,77.7902,Male,52,Other,49,None,Major,Snow,37,Theft
27.01.1998,05:45:15,Fraud,Indiranagar,13.8907,77.4206,Other,54,Male,55,None,Major,Rain,16,Burglary
20.01.1998,09:09:49,Robbery,Banashankari,12.8291,77.9929,Male,58,Other,49,Knife,Fatal,Overcast,9,Burglary
28.01.1998,04:43:25,Fraud,HSR Layout,13.629,77.7391,Male,52,Female,67,Gun,None,Partly Cloudy,23,Theft
21.01.1998,02:33:57,Robbery,HSR Layout,12.171,77.6116,Male,56,Female,44,Gun,Fatal,Snow,22,Forgery
18.01.1998,13:26:52,Assault,Marathahalli,13.103,77.5595,Male,21,Female,68,None,Minor,Clear,37,None
01.01.1998,02:54:22,Forgery,Banashankari,12.9904,77.6899,Other,52,Female,32,Blunt Object,Minor,Partly Cloudy,15,Forgery
12.01.1998,12:34:53,Fraud,Jayanagar,12.8126,77.8374,Other,37,Male,34,None,Major,Partly Cloudy,27,Forgery
24.01.1998,13:21:25,Embezzlement,Banashankari,13.0925,77.4108,Male,61,Male,63,Knife,Major,Partly Cloudy,22,Forgery
13.01.1998,12:27:11,Vandalism,HSR Layout,13.1169,77.5893,Female,47,Male,18,Blunt Object,Fatal,Clear,26,Embezzlement
26.01.1998,06:50:35,Vandalism,Kamakshipalya,12.8064,77.1298,Other,23,Other,67,None,None,Rain,12,Burglary
03.01.1998,11:11:32,Theft,Jayanagar,12.8389,77.5461,Other,59,Female,28,Blunt Object,Minor,Partly Cloudy,4,Forgery
15.01.1998,08:59:36,Robbery,Bellandur,12.2285,77.4387,Male,22,Female,35,Knife,Minor,Partly Cloudy,4,Forgery
24.02.1998,20:52:26,Fraud,Bellandur,12.8476,77.6557,Male,52,Male,70,Gun,None,Partly Cloudy,34,Robbery
21.02.1998,22:51:28,Embezzlement,Koramangala,12.9071,77.5935,Male,57,Male,57,Blunt Object,Minor,Partly Cloudy,18,None
07.02.1998,09:34:43,Vandalism,HSR Layout,13.0282,77.4475,Other,36,Male,32,Gun,Fatal,Overcast,35,Burglary
26.02.1998,23:37:03,Forgery,Koramangala,12.2111,77.4145,Male,43,Other,64,Knife,Major,Snow,20,Forgery
19.02.1998,12:41:43,Burglary,Bellandur,13.1479,77.4816,Female,63,Female,55,Knife,Major,Clear,35,Forgery
10.02.1998,23:12:47,Forgery,HSR Layout,13.1796,77.6127,Other,22,Female,38,Knife,Major,Snow,15,Assault
13.02.1998,23:47:53,Theft,Whitefield,12.8819,77.7621,Female,47,Female,65,Blunt Object,Major,Rain,5,Robbery
13.02.1998,03:14:00,Assault,Koramangala,13.0207,77.9302,Male,43,Other,61,Knife,Minor,Rain,28,Robbery
24.02.1998,21:26:24,Embezzlement,Banashankari,13.129,77.9418,Male,18,Female,53,None,Fatal,Partly Cloudy,25,Drug Offense
19.02.1998,04:03:32,Fraud,Koramangala,13.8881,77.7493,Other,62,Male,21,Blunt Object,Minor,Rain,16,Embezzlement
02.02.1998,18:03:25,Robbery,Whitefield,13.1479,77.5409,Male,52,Female,63,Blunt Object,Fatal,Rain,39,Burglary
27.02.1998,20:06:39,Assault,Marathahalli,12.9809,77.693,Male,30,Other,66,Blunt Object,None,Partly Cloudy,2,Burglary
08.02.1998,12:32:20,Drug Offense,Koramangala,13.4906,77.6649,Other,23,Female,26,Knife,Fatal,Partly Cloudy,28,Theft
09.02.1998,06:02:56,Burglary,Banashankari,13.1362,77.2151,Male,35,Other,60,Knife,Minor,Clear,37,Drug Offense
03.02.1998,17:54:22,Assault,JP Nagar,13.0052,77.6555,Male,36,Male,55,None,Major,Clear,16,Embezzlement
03.02.1998,22:45:57,Theft,Bellandur,13.4532,77.5445,Male,40,Other,62,Blunt Object,Minor,Rain,33,Fraud
27.02.1998,12:08:06,Fraud,Whitefield,13.1961,77.6618,Male,36,Other,70,None,Major,Partly Cloudy,38,Robbery
27.03.1998,17:46:06,Robbery,Koramangala,13.1726,77.0175,Male,38,Other,58,Gun,Major,Partly Cloudy,9,None
18.03.1998,07:12:40,Embezzlement,Jayanagar,12.4323,77.621,Other,63,Female,61,None,Minor,Clear,33,Theft
13.03.1998,08:41:21,Robbery,Kamakshipalya,12.8308,77.4846,Male,28,Female,67,Blunt Object,Minor,Partly Cloudy,7,Fraud
24.03.1998,12:13:41,Embezzlement,Yelahanka,13.1585,77.5416,Male,69,Male,22,Knife,Major,Partly Cloudy,9,Burglary
02.03.1998,00:11:50,Drug Offense,Kamakshipalya,13.7122,77.5728,Female,60,Female,51,Gun,Fatal,Partly Cloudy,24,Drug Offense
06.03.1998,16:56:00,Embezzlement,Koramangala,13.0804,77.5674,Male,61,Male,26,None,Minor,Overcast,29,Forgery
14.03.1998,23:48:07,Embezzlement,Indiranagar,13.1738,77.6202,Female,35,Female,24,None,Fatal,Snow,30,Forgery
19.03.1998,02:33:17,Burglary,Bellandur,13.8568,77.7063,Female,70,Female,19,Gun,Minor,Rain,11,Embezzlement
07.03.1998,07:35:59,Fraud,Indiranagar,12.8634,77.8049,Other,54,Other,43,Knife,Minor,Clear,30,Burglary
02.03.1998,12:09:22,Burglary,Marathahalli,13.1167,77.7399,Other,43,Female,20,None,Major,Clear,38,Fraud
03.03.1998,00:16:11,Drug Offense,Electronic City,12.9133,77.4851,Other,32,Female,34,Gun,Fatal,Partly Cloudy,34,None
14.03.1998,01:51:36,Burglary,Kamakshipalya,12.8634,77.7764,Female,39,Other,47,Blunt Object,Minor,Overcast,29,Vandalism
14.03.1998,02:07:28,Assault,Kamakshipalya,13.128,77.7884,Other,33,Male,38,None,Minor,Rain,34,Robbery
24.03.1998,04:26:54,Drug Offense,Jayanagar,13.0895,77.5384,Other,58,Other,57,Gun,Major,Overcast,29,Assault
03.03.1998,09:38:45,Drug Offense,Koramangala,12.9443,77.5579,Male,40,Other,44,Gun,Minor,Rain,17,Burglary
05.03.1998,09:07:01,Assault,Electronic City,13.1844,77.7975,Other,65,Other,21,Blunt Object,None,Snow,27,None
03.03.1998,12:10:47,Assault,Indiranagar,12.9101,77.4998,Male,26,Other,59,None,Major,Snow,36,Robbery
12.04.1998,17:14:46,Embezzlement,Koramangala,12.9832,77.5166,Female,25,Female,60,Blunt Object,Major,Partly Cloudy,23,Fraud
19.04.1998,15:50:03,Assault,Jayanagar,12.8281,77.692,Female,33,Other,43,Blunt Object,Major,Rain,36,Theft
21.04.1998,10:59:14,Assault,HSR Layout,13.0427,77.6196,Male,36,Male,31,Knife,None,Clear,12,Theft
24.04.1998,06:50:32,Drug Offense,Jayanagar,13.1302,77.6181,Other,42,Male,24,None,None,Partly Cloudy,38,Vandalism
11.04.1998,18:05:42,Theft,Kamakshipalya,13.1627,77.6433,Male,64,Female,43,None,Fatal,Clear,9,Assault
03.04.1998,15:14:37,Burglary,Kamakshipalya,13.0555,77.4393,Other,31,Other,34,None,Fatal,Overcast,17,Burglary
22.04.1998,16:20:36,Theft,Yelahanka,13.0607,77.6719,Female,62,Male,30,Knife,None,Clear,39,Vandalism
08.04.1998,16:29:04,Theft,Yelahanka,12.5443,77.1632,Other,41,Male,68,Knife,None,Overcast,6,Forgery
23.04.1998,11:52:14,Burglary,Kamakshipalya,13.102,77.6357,Female,53,Male,66,None,None,Overcast,8,Forgery
19.04.1998,05:26:58,Drug Offense,Kamakshipalya,12.9649,77.4259,Other,63,Female,62,Knife,None,Overcast,28,Theft
22.04.1998,12:02:45,Robbery,Jayanagar,13.161,77.6789,Male,29,Female,21,Knife,Fatal,Clear,16,Forgery
20.04.1998,17:35:26,Forgery,Marathahalli,13.1341,77.0343,Female,54,Male,64,Knife,None,Partly Cloudy,13,Fraud
17.04.1998,05:03:03,Drug Offense,Kamakshipalya,12.9633,77.5416,Other,57,Female,53,Gun,Fatal,Rain,39,Vandalism
09.04.1998,02:52:17,Forgery,Marathahalli,13.0569,77.7897,Male,57,Other,46,Gun,None,Partly Cloudy,34,Drug Offense
11.04.1998,05:55:04,Fraud,Jayanagar,12.8746,77.5534,Female,22,Male,51,None,Minor,Partly Cloudy,38,Robbery
06.04.1998,04:21:45,Drug Offense,JP Nagar,13.0246,77.9413,Other,42,Female,45,Blunt Object,None,Rain,9,None
01.04.1998,22:47:05,Drug Offense,Banashankari,12.8268,77.267,Other,68,Male,44,Knife,None,Overcast,2,Drug Offense
02.05.1998,00:02:40,Burglary,Yelahanka,12.8308,77.5307,Other,20,Female,34,Blunt Object,Fatal,Snow,3,Forgery
24.05.1998,03:34:12,Fraud,Indiranagar,12.8715,77.4566,Male,62,Female,40,None,Fatal,Clear,31,Drug Offense
08.05.1998,02:37:04,Fraud,Jayanagar,12.8554,77.5901,Female,19,Female,64,None,Minor,Partly Cloudy,39,Assault
26.05.1998,00:35:23,Embezzlement,Banashankari,13.0855,77.677,Male,23,Male,67,None,Minor,Clear,34,Drug Offense
19.05.1998,02:08:37,Vandalism,HSR Layout,12.5741,77.7149,Female,26,Other,20,Knife,Fatal,Rain,35,Assault
27.05.1998,15:13:48,Embezzlement,Electronic City,13.1571,77.5479,Male,34,Other,41,Gun,Fatal,Rain,16,Embezzlement
12.05.1998,10:24:59,Robbery,Marathahalli,12.971,77.4933,Female,48,Other,26,Blunt Object,Minor,Clear,9,Assault
21.05.1998,23:39:24,Vandalism,Electronic City,12.62,77.5602,Other,20,Female,23,None,Minor,Rain,32,Burglary
05.05.1998,18:50:28,Forgery,JP Nagar,12.9098,77.634,Female,39,Male,46,Blunt Object,None,Rain,35,Assault
25.05.1998,10:51:22,Theft,HSR Layout,12.9534,77.5686,Female,20,Female,51,Knife,None,Snow,19,Drug Offense
28.05.1998,13:53:11,Burglary,Bellandur,12.9757,77.6397,Other,70,Female,24,Knife,Fatal,Clear,29,Assault
03.05.1998,23:49:19,Vandalism,Banashankari,12.965,77.6202,Female,33,Other,32,None,Fatal,Rain,29,Fraud
20.05.1998,09:57:17,Vandalism,Koramangala,13.0472,77.4768,Other,46,Other,43,Knife,Fatal,Partly Cloudy,5,Robbery
07.05.1998,12:08:49,Theft,Jayanagar,13.1858,77.5751,Other,27,Female,68,Knife,Fatal,Clear,40,Burglary
07.05.1998,20:26:57,Drug Offense,Banashankari,12.9682,77.6397,Other,66,Female,47,Blunt Object,Fatal,Partly Cloudy,36,Robbery
24.05.1998,23:35:55,Theft,JP Nagar,13.0676,77.7566,Other,60,Female,30,Gun,Minor,Snow,30,Embezzlement
11.05.1998,12:45:07,Drug Offense,Jayanagar,12.9801,77.6048,Male,40,Other,67,Knife,Major,Snow,17,Vandalism
22.06.1998,14:30:36,Drug Offense,Banashankari,13.051,77.489,Other,41,Female,56,Blunt Object,None,Partly Cloudy,4,Embezzlement
