date,time_of_day,crime_type,location,latitude,longitude,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity
2014-03-01,13:59:25,Robbery,Yelahanka,12.8389,77.5079,Other,58,Male,27,Blunt Object,Major,Overcast,15,Robbery
2014-03-01,04:35:21,Drug Offense,Indiranagar,13.1557,77.7941,Female,21,Female,27,None,Minor,Partly Cloudy,11,Theft
2014-03-05,07:04:55,Embezzlement,Indiranagar,13.0936,77.5392,Male,59,Female,48,None,Major,Overcast,12,Fraud
2014-03-05,07:04:55,Embezzlement,Indiranagar,13.0936,77.5392,Male,59,Female,48,None,Major,Overcast,12,Fraud
2014-03-05,09:25:17,Burglary,JP Nagar,13.0961,77.4986,Female,35,Other,49,Knife,None,Clear,37,Drug Offense
2014-03-08,19:10:45,Vandalism,HSR Layout,12.8281,77.4505,Male,45,Male,43,Gun,Fatal,Clear,14,Theft
2014-03-10,12:34:40,Vandalism,Banashankari,13.103,77.4275,Male,53,Female,61,Gun,Minor,Clear,20,Robbery
2014-03-11,04:13:16,Burglary,Jayanagar,13.1701,77.5383,Male,47,Male,30,Gun,Fatal,Clear,14,None
2014-03-11,04:13:16,Burglary,Jayanagar,13.1701,77.5383,Male,47,Male,30,Gun,Fatal,Clear,14,None
2014-03-14,12:27:08,Assault,Banashankari,12.9903,77.4846,Female,34,Other,38,Gun,Fatal,Overcast,23,None
2014-03-16,06:05:59,Vandalism,Yelahanka,12.9799,77.7251,Female,24,Other,28,None,Fatal,Partly Cloudy,12,Fraud
2014-03-18,06:12:38,Forgery,Kamakshipalya,13.161,77.4457,Female,59,Male,57,Gun,Fatal,Clear,8,Drug Offense
2014-03-20,21:21:47,Theft,JP Nagar,12.9583,77.7733,Female,53,Other,44,Gun,Minor,Clear,17,Theft
2014-03-21,22:56:53,Embezzlement,Koramangala,12.8934,77.4558,Male,18,Other,31,None,Fatal,Rain,32,Vandalism
2014-03-23,19:50:32,Fraud,Yelahanka,13.0149,77.5879,Female,21,Other,42,Gun,Major,Snow,26,Theft
2014-03-24,01:11:29,Robbery,Kamakshipalya,13.1061,77.6991,Female,55,Other,56,Blunt Object,Minor,Overcast,14,Drug Offense
2014-03-24,01:11:29,Robbery,Kamakshipalya,13.1061,77.6991,Female,55,Other,56,Blunt Object,Minor,Overcast,14,Drug Offense
2014-03-25,22:41:54,Drug Offense,Indiranagar,13.0771,77.5686,Other,51,Female,64,None,Major,Rain,38,Burglary
2014-03-25,22:41:54,Drug Offense,Indiranagar,13.0771,77.5686,Other,51,Female,64,None,Major,Rain,38,Burglary
2014-03-27,04:22:24,Burglary,Kamakshipalya,12.836,77.4045,Female,57,Female,30,None,Major,Snow,30,Forgery
2014-03-28,06:29:23,Drug Offense,JP Nagar,13.0445,77.5021,Other,57,Other,25,Gun,Fatal,Partly Cloudy,20,Assault
2014-03-28,20:44:32,Robbery,Koramangala,12.8216,77.7261,Female,20,Male,45,Blunt Object,Minor,Overcast,33,Assault
2014-03-28,14:50:57,Embezzlement,Whitefield,13.0607,77.489,Male,28,Female,55,Blunt Object,Fatal,Snow,20,Fraud
2014-03-28,14:50:57,Embezzlement,Whitefield,13.0607,77.489,Male,28,Female,55,Blunt Object,Fatal,Snow,20,Fraud
2014-03-28,18:00:30,Robbery,Jayanagar,13.1132,77.5085,Female,29,Other,29,None,Fatal,Partly Cloudy,40,Robbery
2014-03-28,06:29:23,Drug Offense,JP Nagar,13.0445,77.5021,Other,57,Other,25,Gun,Fatal,Partly Cloudy,20,Assault
2014-03-28,18:00:30,Robbery,Jayanagar,13.1132,77.5085,Female,29,Other,29,None,Fatal,Partly Cloudy,40,Robbery
2014-03-28,05:27:21,Assault,Banashankari,13.0224,77.5672,Other,61,Male,49,Gun,None,Partly Cloudy,11,Forgery
2014-04-02,02:55:00,Drug Offense,Marathahalli,12.9598,77.7939,Male,41,Male,30,Knife,Major,Snow,18,Robbery
2014-04-03,12:57:12,Embezzlement,HSR Layout,12.8066,77.6194,Other,24,Male,44,None,Major,Clear,32,Robbery
2014-04-08,21:10:22,Drug Offense,Bellandur,12.8259,77.5249,Other,32,Female,62,Blunt Object,Minor,Rain,18,Burglary
2014-04-12,20:03:23,Forgery,Bellandur,12.9499,77.5427,Male,43,Female,38,Knife,Major,Partly Cloudy,5,Theft
2014-04-12,05:04:54,Assault,Yelahanka,13.0285,77.7064,Male,43,Female,37,None,Minor,Rain,32,Drug Offense
2014-04-13,10:41:16,Forgery,Bellandur,12.8901,77.5474,Female,65,Female,54,None,Major,Partly Cloudy,35,Vandalism
2014-04-14,02:09:34,Assault,JP Nagar,13.1803,77.6623,Female,28,Other,25,None,None,Snow,12,Embezzlement
2014-04-16,21:58:36,Forgery,Banashankari,13.0547,77.5186,Female,25,Female,23,Knife,Major,Clear,25,None
2014-04-21,01:55:42,Vandalism,Yelahanka,12.9617,77.5416,Other,34,Other,31,None,None,Snow,15,Burglary
2014-04-22,12:44:58,Robbery,Banashankari,12.9612,77.7822,Other,19,Female,58,Blunt Object,None,Snow,33,Embezzlement
2014-04-22,00:47:23,Theft,Kamakshipalya,13.1169,77.6196,Other,21,Male,32,None,Major,Partly Cloudy,38,Robbery
2014-04-23,22:26:15,Fraud,Whitefield,13.0066,77.6129,Female,39,Male,19,Blunt Object,Fatal,Clear,17,Embezzlement
2014-04-23,12:52:49,Fraud,Banashankari,12.8721,77.67,Other,55,Female,58,Gun,Major,Partly Cloudy,40,Drug Offense
2014-04-25,23:20:31,Burglary,Indiranagar,12.9145,77.5225,Other,63,Male,32,None,Major,Rain,34,Fraud
2014-04-25,02:02:48,Robbery,Jayanagar,12.9266,77.6102,Other,54,Female,43,Blunt Object,Major,Overcast,31,Drug Offense
2014-04-29,23:24:49,Theft,Whitefield,13.0418,77.746,Other,23,Other,33,Gun,Minor,Snow,31,Forgery
2014-04-29,23:24:49,Theft,Whitefield,13.0418,77.746,Other,23,Other,33,Gun,Minor,Snow,31,Forgery
2014-04-29,06:56:17,Theft,Electronic City,12.9208,77.4237,Other,30,Female,28,None,Fatal,Overcast,20,Burglary
2014-05-02,15:46:21,Fraud,Yelahanka,12.8514,77.4986,Other,21,Male,25,None,Fatal,Clear,9,None
2014-05-05,05:56:06,Theft,HSR Layout,13.1209,77.6698,Other,22,Female,49,Knife,Major,Overcast,1,Forgery
2014-05-06,21:03:00,Forgery,Koramangala,12.8643,77.6427,Other,35,Female,64,Blunt Object,Major,Rain,33,Fraud
2014-05-06,21:03:00,Forgery,Koramangala,12.8643,77.6427,Other,35,Female,64,Blunt Object,Major,Rain,33,Fraud
2014-05-07,22:47:09,Embezzlement,JP Nagar,13.0804,77.6954,Male,48,Male,22,Knife,Fatal,Overcast,1,Burglary
2014-05-08,20:55:44,Forgery,Bellandur,12.9711,77.6794,Other,29,Male,21,Gun,Fatal,Rain,21,Forgery
2014-05-08,00:47:31,Theft,Banashankari,12.8129,77.412,Other,34,Male,43,None,Minor,Rain,18,Vandalism
2014-05-13,23:22:52,Theft,Marathahalli,12.8203,77.5751,Male,39,Other,49,Knife,Major,Clear,26,Assault
2014-05-13,23:22:52,Theft,Marathahalli,12.8203,77.5751,Male,39,Other,49,Knife,Major,Clear,26,Assault
2014-05-14,18:31:07,Assault,Indiranagar,13.1603,77.4424,Other,62,Male,48,Blunt Object,Major,Partly Cloudy,40,Embezzlement
2014-05-15,22:34:26,Forgery,Bellandur,13.0334,77.5225,Other,63,Other,59,Gun,Major,Rain,0,Forgery
2014-05-15,01:23:47,Forgery,Marathahalli,13.0882,77.4625,Female,30,Other,39,Gun,Major,Snow,13,Theft
2014-05-15,01:23:47,Forgery,Marathahalli,13.0882,77.4625,Female,30,Other,39,Gun,Major,Snow,13,Theft
2014-05-16,11:32:26,Robbery,Banashankari,12.938,77.6856,Female,53,Female,20,Gun,Minor,Rain,31,Assault
2014-05-16,05:47:59,Burglary,Kamakshipalya,13.0804,77.6352,Other,62,Female,18,None,Fatal,Rain,25,Theft
2014-05-16,05:47:59,Burglary,Kamakshipalya,13.0804,77.6352,Other,62,Female,18,None,Fatal,Rain,25,Theft
2014-05-20,07:16:07,Theft,Koramangala,12.8211,77.7675,Male,25,Female,39,Blunt Object,Major,Snow,20,Burglary
2014-05-21,19:10:10,Embezzlement,Yelahanka,12.8246,77.4991,Female,30,Other,49,Blunt Object,Major,Rain,1,Forgery
2014-05-21,19:10:10,Embezzlement,Yelahanka,12.8246,77.4991,Female,30,Other,49,Blunt Object,Major,Rain,1,Forgery
2014-05-21,19:11:22,Drug Offense,Banashankari,13.1326,77.4475,Other,46,Other,47,None,None,Partly Cloudy,11,Vandalism
2014-05-21,19:11:22,Drug Offense,Banashankari,13.1326,77.4475,Other,46,Other,47,None,None,Partly Cloudy,11,Vandalism
2014-05-23,12:03:38,Fraud,Indiranagar,13.0767,77.7755,Other,38,Other,62,Gun,Major,Rain,20,Robbery
2014-05-23,12:03:38,Fraud,Indiranagar,13.0767,77.7755,Other,38,Other,62,Gun,Major,Rain,20,Robbery
2014-05-25,03:52:59,Forgery,Jayanagar,12.8163,77.5333,Female,42,Female,23,Blunt Object,None,Snow,30,Fraud
2014-05-25,23:18:21,Burglary,Electronic City,13.1963,77.6091,Other,63,Other,64,Knife,Fatal,Overcast,1,Vandalism
2014-05-25,08:38:00,Burglary,Yelahanka,13.0893,77.7606,Male,50,Male,25,Knife,Fatal,Rain,38,Forgery
2014-05-31,12:42:53,Fraud,Koramangala,13.0775,77.6525,Female,63,Other,58,Blunt Object,None,Partly Cloudy,29,Vandalism
2014-06-01,13:28:02,Drug Offense,HSR Layout,13.0305,77.6699,Male,62,Male,29,Blunt Object,Major,Partly Cloudy,12,Assault
2014-06-01,13:28:02,Drug Offense,HSR Layout,13.0305,77.6699,Male,62,Male,29,Blunt Object,Major,Partly Cloudy,12,Assault
2014-06-02,04:27:36,Embezzlement,Koramangala,13.0788,77.6458,Other,18,Male,20,Gun,Fatal,Partly Cloudy,5,Robbery
2014-06-02,08:01:24,Forgery,Indiranagar,13.0214,77.4496,Male,53,Other,63,Knife,None,Clear,20,Fraud
2014-06-02,08:01:24,Forgery,Indiranagar,13.0214,77.4496,Male,53,Other,63,Knife,None,Clear,20,Fraud
2014-06-02,01:58:18,Robbery,Koramangala,13.071,77.5988,Female,60,Other,18,Gun,None,Clear,22,Embezzlement
2014-06-02,01:58:18,Robbery,Koramangala,13.071,77.5988,Female,60,Other,18,Gun,None,Clear,22,Embezzlement
2014-06-03,04:36:02,Burglary,Indiranagar,13.0477,77.6649,Male,53,Male,25,Knife,Major,Partly Cloudy,24,None
2014-06-03,04:36:02,Burglary,Indiranagar,13.0477,77.6649,Male,53,Male,25,Knife,Major,Partly Cloudy,24,None
2014-06-03,10:49:24,Theft,Koramangala,12.983,77.4811,Male,64,Other,65,Knife,None,Partly Cloudy,34,Fraud
2014-06-04,01:05:12,Fraud,Electronic City,12.818,77.5384,Female,21,Male,37,None,None,Rain,26,Vandalism
2014-06-04,01:05:12,Fraud,Electronic City,12.818,77.5384,Female,21,Male,37,None,None,Rain,26,Vandalism
2014-06-04,00:00:54,Assault,Electronic City,12.9648,77.7713,Male,44,Female,45,Knife,Minor,Snow,13,Burglary
2014-06-06,01:29:22,Forgery,Bellandur,13.1427,77.7753,Male,41,Other,63,None,Major,Rain,17,None
2014-06-06,01:29:22,Forgery,Bellandur,13.1427,77.7753,Male,41,Other,63,None,Major,Rain,17,None
2014-06-07,20:42:55,Robbery,Indiranagar,12.8291,77.5168,Female,36,Female,56,None,Fatal,Partly Cloudy,7,None
2014-06-07,20:42:55,Robbery,Indiranagar,12.8291,77.5168,Female,36,Female,56,None,Fatal,Partly Cloudy,7,None
2014-06-09,20:39:15,Theft,Koramangala,12.8146,77.4405,Female,38,Female,59,Gun,Minor,Partly Cloudy,13,Fraud
2014-06-09,20:39:15,Theft,Koramangala,12.8146,77.4405,Female,38,Female,59,Gun,Minor,Partly Cloudy,13,Fraud
2014-06-10,18:07:37,Fraud,Marathahalli,13.1744,77.7878,Female,44,Male,47,Blunt Object,Minor,Rain,37,Forgery
2014-06-10,18:07:37,Fraud,Marathahalli,13.1744,77.7878,Female,44,Male,47,Blunt Object,Minor,Rain,37,Forgery
2014-06-12,08:34:11,Forgery,JP Nagar,13.1646,77.5529,Female,60,Other,57,None,None,Overcast,27,Drug Offense
2014-06-12,23:59:34,Forgery,Bellandur,12.8681,77.7639,Female,64,Other,22,None,Major,Overcast,6,Embezzlement
2014-06-13,16:16:51,Embezzlement,Indiranagar,13.069,77.4282,Other,65,Other,21,None,None,Snow,33,Assault
2014-06-15,14:07:15,Fraud,Kamakshipalya,12.8037,77.5516,Female,26,Other,22,Blunt Object,Major,Snow,18,Vandalism
2014-06-15,10:53:46,Drug Offense,Banashankari,13.1653,77.7751,Male,38,Other,26,Knife,Minor,Overcast,0,Embezzlement
2014-06-15,10:53:46,Drug Offense,Banashankari,13.1653,77.7751,Male,38,Other,26,Knife,Minor,Overcast,0,Embezzlement
2014-06-17,02:14:50,Drug Offense,Marathahalli,12.9945,77.5886,Other,58,Other,48,None,Major,Snow,38,Robbery
2014-06-18,03:20:59,Embezzlement,Marathahalli,13.112,77.574,Other,39,Male,43,Blunt Object,Major,Partly Cloudy,32,Theft
2014-06-18,16:56:11,Assault,Banashankari,12.9708,77.5111,Male,52,Other,27,None,Major,Clear,10,Burglary
2014-06-20,14:02:41,Fraud,Bellandur,13.007,77.5102,Female,36,Female,46,None,Fatal,Partly Cloudy,39,None
2014-06-20,11:12:20,Vandalism,Indiranagar,12.9523,77.5935,Male,20,Other,35,Blunt Object,Fatal,Clear,37,Burglary
2014-06-20,11:12:20,Vandalism,Indiranagar,12.9523,77.5935,Male,20,Other,35,Blunt Object,Fatal,Clear,37,Burglary
2014-06-21,10:07:11,Drug Offense,Electronic City,13.0986,77.6343,Male,20,Other,46,Gun,Minor,Rain,14,Embezzlement
2014-06-22,09:47:07,Embezzlement,Banashankari,12.8076,77.7322,Male,44,Male,18,Gun,Fatal,Overcast,8,Theft
2014-06-24,21:14:04,Forgery,Banashankari,12.8804,77.6976,Female,25,Other,18,None,None,Partly Cloudy,2,None
2014-06-24,05:03:34,Theft,Koramangala,12.8659,77.552,Male,51,Female,63,Knife,Fatal,Snow,0,Theft
2014-06-25,17:03:52,Burglary,Electronic City,12.8961,77.4394,Male,30,Male,19,Gun,Major,Partly Cloudy,33,Vandalism
2014-06-25,17:03:52,Burglary,Electronic City,12.8961,77.4394,Male,30,Male,19,Gun,Major,Partly Cloudy,33,Vandalism
2014-06-25,10:43:05,Drug Offense,Kamakshipalya,13.1527,77.6253,Male,51,Other,65,Gun,None,Clear,22,Drug Offense
2014-06-26,13:00:18,Embezzlement,Koramangala,13.1091,77.4742,Female,23,Male,49,Knife,Fatal,Rain,37,Drug Offense
2014-06-26,13:00:18,Embezzlement,Koramangala,13.1091,77.4742,Female,23,Male,49,Knife,Fatal,Rain,37,Drug Offense
2014-06-29,00:52:29,Burglary,Electronic City,12.8956,77.6498,Other,29,Male,42,Knife,None,Rain,8,Burglary
2014-06-29,14:24:55,Drug Offense,HSR Layout,13.0874,77.4076,Male,49,Female,56,Gun,None,Overcast,0,Assault
2014-06-30,01:13:46,Theft,Indiranagar,13.0496,77.7217,Other,61,Other,38,Gun,Minor,Rain,21,Theft
2014-06-30,01:13:46,Theft,Indiranagar,13.0496,77.7217,Other,61,Other,38,Gun,Minor,Rain,21,Theft
2014-07-02,22:57:21,Assault,Marathahalli,13.0877,77.7806,Other,27,Other,18,Blunt Object,Fatal,Overcast,20,Fraud
2014-07-02,04:34:06,Robbery,Koramangala,12.8308,77.4315,Other,59,Other,38,None,Minor,Clear,9,Assault
2014-07-02,04:34:06,Robbery,Koramangala,12.8308,77.4315,Other,59,Other,38,None,Minor,Clear,9,Assault
2014-07-03,22:31:04,Assault,Bellandur,13.0919,77.5856,Female,55,Other,22,None,None,Overcast,35,Assault
2014-07-03,22:31:04,Assault,Bellandur,13.0919,77.5856,Female,55,Other,22,None,None,Overcast,35,Assault
2014-07-05,09:03:05,Assault,Kamakshipalya,13.192,77.7247,Female,41,Female,34,Gun,Major,Rain,19,Vandalism
2014-07-05,20:33:33,Robbery,Jayanagar,12.9826,77.7132,Other,62,Female,23,None,Fatal,Rain,10,Embezzlement
2014-07-06,17:54:27,Burglary,HSR Layout,12.9021,77.5534,Other,63,Other,49,None,Major,Partly Cloudy,16,Embezzlement
2014-07-06,17:54:27,Burglary,HSR Layout,12.9021,77.5534,Other,63,Other,49,None,Major,Partly Cloudy,16,Embezzlement
2014-07-10,01:16:50,Burglary,JP Nagar,12.9534,77.7222,Male,18,Male,37,Knife,Major,Partly Cloudy,9,Fraud
2014-07-10,19:43:28,Assault,Whitefield,12.9981,77.6975,Female,55,Male,55,Knife,Major,Partly Cloudy,5,Drug Offense
2014-07-11,02:46:02,Embezzlement,Yelahanka,13.0246,77.6079,Male,36,Other,47,Knife,Minor,Partly Cloudy,36,None
2014-07-11,02:46:02,Embezzlement,Yelahanka,13.0246,77.6079,Male,36,Other,47,Knife,Minor,Partly Cloudy,36,None
2014-07-14,00:37:35,Embezzlement,Kamakshipalya,13.0991,77.7271,Other,57,Female,22,Knife,Fatal,Rain,26,Robbery
2014-07-14,00:37:35,Embezzlement,Kamakshipalya,13.0991,77.7271,Other,57,Female,22,Knife,Fatal,Rain,26,Robbery
2014-07-14,21:51:24,Drug Offense,Kamakshipalya,13.0446,77.6965,Male,45,Other,50,None,Fatal,Clear,0,Fraud
2014-07-18,17:07:40,Forgery,Marathahalli,13.0761,77.6477,Female,26,Female,45,Gun,Fatal,Clear,4,Drug Offense
2014-07-18,17:07:40,Forgery,Marathahalli,13.0761,77.6477,Female,26,Female,45,Gun,Fatal,Clear,4,Drug Offense
2014-07-19,10:35:44,Drug Offense,Banashankari,12.9718,77.4858,Male,48,Male,57,Blunt Object,Minor,Partly Cloudy,35,Fraud
2014-07-19,10:35:44,Drug Offense,Banashankari,12.9718,77.4858,Male,48,Male,57,Blunt Object,Minor,Partly Cloudy,35,Fraud
2014-07-20,15:14:31,Burglary,Kamakshipalya,12.8043,77.5893,Other,42,Male,23,None,None,Partly Cloudy,18,Drug Offense
2014-07-21,22:46:47,Forgery,Indiranagar,12.9528,77.7404,Other,63,Other,58,None,Fatal,Clear,10,None
2014-07-23,21:17:13,Embezzlement,Banashankari,13.1989,77.4687,Male,26,Female,60,Blunt Object,Fatal,Snow,15,Assault
2014-07-23,21:17:13,Embezzlement,Banashankari,13.1989,77.4687,Male,26,Female,60,Blunt Object,Fatal,Snow,15,Assault
2014-07-24,11:39:58,Robbery,Marathahalli,13.1212,77.789,Female,25,Other,46,Blunt Object,Major,Partly Cloudy,23,Assault
2014-07-25,22:49:20,Burglary,JP Nagar,12.8923,77.5961,Female,46,Other,46,Gun,Minor,Snow,5,Assault
2014-07-25,05:14:35,Theft,Banashankari,13.1922,77.7902,Female,59,Other,54,Blunt Object,None,Partly Cloudy,29,Burglary
2014-07-26,00:45:42,Forgery,Indiranagar,13.1957,77.536,Other,39,Male,19,Blunt Object,Minor,Clear,16,Drug Offense
2014-07-26,15:53:21,Fraud,Banashankari,12.8369,77.4062,Male,19,Other,32,Gun,Major,Clear,2,None
2014-07-26,00:45:42,Forgery,Indiranagar,13.1957,77.536,Other,39,Male,19,Blunt Object,Minor,Clear,16,Drug Offense
2014-07-28,06:41:03,Vandalism,HSR Layout,13.1697,77.5835,Other,27,Female,19,Gun,Fatal,Clear,20,Assault
2014-07-29,17:53:14,Fraud,Banashankari,12.8644,77.712,Male,36,Male,65,Knife,Fatal,Partly Cloudy,33,Drug Offense
2014-07-31,21:06:10,Forgery,Jayanagar,13.1969,77.7857,Female,53,Other,26,Knife,Major,Rain,32,Theft
2014-07-31,21:06:10,Forgery,Jayanagar,13.1969,77.7857,Female,53,Other,26,Knife,Major,Rain,32,Theft
2014-08-01,10:43:20,Theft,Banashankari,13.0597,77.7455,Male,49,Male,25,Blunt Object,Fatal,Rain,38,Assault
2014-08-01,10:43:20,Theft,Banashankari,13.0597,77.7455,Male,49,Male,25,Blunt Object,Fatal,Rain,38,Assault
2014-08-02,18:01:33,Vandalism,Kamakshipalya,12.971,77.4655,Female,19,Female,65,Gun,None,Rain,10,Embezzlement
2014-08-06,12:54:20,Forgery,Jayanagar,12.9101,77.7992,Male,53,Other,31,None,Minor,Partly Cloudy,19,Forgery
2014-08-06,12:54:20,Forgery,Jayanagar,12.9101,77.7992,Male,53,Other,31,None,Minor,Partly Cloudy,19,Forgery
2014-08-09,22:04:48,Fraud,Yelahanka,12.8401,77.5986,Other,24,Male,61,None,Minor,Overcast,5,Robbery
2014-08-10,09:54:55,Drug Offense,Whitefield,12.8476,77.6483,Other,18,Other,30,Knife,Major,Rain,35,Assault
2014-08-14,11:38:01,Forgery,JP Nagar,13.0676,77.6405,Other,20,Other,21,Gun,Fatal,Partly Cloudy,20,None
2014-08-16,13:43:07,Burglary,Indiranagar,12.9962,77.6809,Female,39,Female,25,Gun,None,Overcast,3,Burglary
2014-08-19,14:53:53,Fraud,Indiranagar,12.9427,77.7308,Other,37,Female,45,Gun,Minor,Clear,13,Robbery
2014-08-19,14:53:53,Fraud,Indiranagar,12.9427,77.7308,Other,37,Female,45,Gun,Minor,Clear,13,Robbery
2014-08-21,06:39:01,Vandalism,JP Nagar,12.8528,77.6035,Other,50,Male,55,Knife,Fatal,Overcast,36,Vandalism
2014-08-21,06:39:01,Vandalism,JP Nagar,12.8528,77.6035,Other,50,Male,55,Knife,Fatal,Overcast,36,Vandalism
2014-08-28,03:29:26,Forgery,Kamakshipalya,12.9836,77.6728,Female,26,Other,43,None,None,Rain,32,Burglary
2014-08-28,13:07:05,Robbery,Banashankari,13.0925,77.7921,Female,63,Female,46,Blunt Object,Minor,Partly Cloudy,14,Burglary
2014-08-29,14:39:07,Theft,JP Nagar,13.1525,77.6099,Female,49,Female,56,Blunt Object,Fatal,Overcast,1,Vandalism
2014-08-29,22:42:54,Fraud,Yelahanka,12.9242,77.5877,Male,63,Male,44,None,Major,Clear,10,Vandalism
2014-08-29,09:31:53,Burglary,Electronic City,12.9424,77.5023,Other,38,Male,50,Knife,None,Clear,0,Drug Offense
2014-08-30,05:15:21,Drug Offense,Kamakshipalya,13.1678,77.7504,Male,35,Male,46,Gun,Major,Snow,19,Vandalism
2014-09-01,01:15:40,Drug Offense,Electronic City,13.0381,77.7426,Male,58,Other,46,Blunt Object,None,Snow,37,Drug Offense
2014-09-01,01:50:53,Vandalism,Bellandur,13.0472,77.568,Female,40,Female,50,None,Major,Clear,7,Vandalism
2014-09-05,12:41:42,Theft,Kamakshipalya,12.8547,77.5855,Female,41,Female,42,Knife,Fatal,Snow,3,Theft
2014-09-07,10:58:31,Vandalism,Whitefield,13.1119,77.7009,Female,19,Female,65,None,Fatal,Partly Cloudy,24,Embezzlement
2014-09-07,01:23:43,Robbery,Jayanagar,12.9251,77.6686,Female,26,Other,38,None,Major,Partly Cloudy,9,Forgery
2014-09-07,10:58:31,Vandalism,Whitefield,13.1119,77.7009,Female,19,Female,65,None,Fatal,Partly Cloudy,24,Embezzlement
2014-09-08,16:09:48,Assault,Bellandur,12.8832,77.4821,Male,25,Female,40,Knife,Major,Rain,21,Fraud
2014-09-11,14:49:13,Vandalism,Whitefield,13.1037,77.5897,Other,57,Male,47,None,Fatal,Partly Cloudy,33,Assault
2014-09-13,14:01:48,Burglary,Bellandur,13.0201,77.5279,Other,48,Other,34,Gun,None,Clear,30,None
2014-09-13,18:36:23,Theft,Indiranagar,13.1933,77.7372,Male,48,Female,58,Gun,Minor,Overcast,13,Fraud
2014-09-13,14:01:48,Burglary,Bellandur,13.0201,77.5279,Other,48,Other,34,Gun,None,Clear,30,None
2014-09-14,03:33:46,Drug Offense,Jayanagar,13.1422,77.5986,Male,38,Female,33,None,Major,Snow,25,Fraud
2014-09-14,02:47:52,Burglary,Bellandur,13.1039,77.5495,Other,61,Female,44,Knife,None,Rain,24,Theft
2014-09-15,13:25:57,Fraud,Kamakshipalya,13.1081,77.484,Other,52,Other,57,Gun,Minor,Clear,2,None
2014-09-15,13:25:57,Fraud,Kamakshipalya,13.1081,77.484,Other,52,Other,57,Gun,Minor,Clear,2,None
2014-09-15,02:10:54,Theft,Yelahanka,13.1627,77.7063,Other,40,Female,25,Knife,Fatal,Rain,28,Burglary
2014-09-16,16:56:50,Burglary,Marathahalli,13.1744,77.5357,Male,44,Other,41,Gun,Major,Partly Cloudy,31,Embezzlement
2014-09-16,08:36:10,Forgery,Jayanagar,13.068,77.5754,Male,56,Male,18,None,Fatal,Partly Cloudy,10,None
2014-09-16,08:36:10,Forgery,Jayanagar,13.068,77.5754,Male,56,Male,18,None,Fatal,Partly Cloudy,10,None
2014-09-16,16:56:50,Burglary,Marathahalli,13.1744,77.5357,Male,44,Other,41,Gun,Major,Partly Cloudy,31,Embezzlement
2014-09-19,22:32:32,Burglary,Marathahalli,12.927,77.4393,Female,43,Other,27,Blunt Object,Fatal,Partly Cloudy,30,Robbery
2014-09-19,22:32:32,Burglary,Marathahalli,12.927,77.4393,Female,43,Other,27,Blunt Object,Fatal,Partly Cloudy,30,Robbery
2014-09-21,18:52:54,Forgery,Jayanagar,13.1381,77.5337,Other,49,Female,50,Knife,Fatal,Snow,26,Theft
2014-09-25,03:25:20,Vandalism,Koramangala,12.8064,77.5193,Other,56,Other,19,Knife,None,Rain,12,Embezzlement
2014-09-27,22:47:55,Robbery,Bellandur,13.1592,77.7385,Other,32,Female,23,Knife,None,Overcast,9,Fraud
2014-09-28,01:14:52,Drug Offense,Yelahanka,12.82,77.6913,Female,46,Female,55,None,None,Rain,32,Assault
2014-09-28,01:14:52,Drug Offense,Yelahanka,12.82,77.6913,Female,46,Female,55,None,None,Rain,32,Assault
2014-09-28,06:36:59,Embezzlement,Marathahalli,12.8746,77.7989,Other,37,Female,42,Gun,Major,Rain,8,Fraud
2014-09-28,07:18:32,Burglary,Jayanagar,12.9801,77.6919,Female,45,Male,34,None,Minor,Overcast,24,Assault
2014-09-30,16:00:14,Vandalism,HSR Layout,12.9098,77.7818,Male,50,Other,45,None,Fatal,Clear,17,Burglary
2014-09-30,03:30:32,Drug Offense,Marathahalli,12.8666,77.7975,Female,50,Female,21,Knife,Fatal,Overcast,30,Vandalism
2014-09-30,16:00:14,Vandalism,HSR Layout,12.9098,77.7818,Male,50,Other,45,None,Fatal,Clear,17,Burglary
2014-09-30,03:30:32,Drug Offense,Marathahalli,12.8666,77.7975,Female,50,Female,21,Knife,Fatal,Overcast,30,Vandalism
2014-10-01,18:13:30,Vandalism,Banashankari,13.1391,77.62,Male,27,Female,31,None,None,Clear,33,Assault
2014-10-01,18:13:30,Vandalism,Banashankari,13.1391,77.62,Male,27,Female,31,None,None,Clear,33,Assault
2014-10-04,23:16:53,Embezzlement,Indiranagar,12.9923,77.4259,Male,58,Female,63,Gun,None,Rain,27,Forgery
2014-10-04,16:54:51,Forgery,Koramangala,12.8681,77.7619,Male,43,Female,58,None,Major,Clear,15,Forgery
2014-10-04,23:16:53,Embezzlement,Indiranagar,12.9923,77.4259,Male,58,Female,63,Gun,None,Rain,27,Forgery
2014-10-07,10:52:17,Assault,Whitefield,12.9443,77.6555,Other,50,Female,18,Knife,Minor,Overcast,11,Theft
2014-10-07,13:30:05,Theft,Jayanagar,13.0288,77.7867,Female,55,Male,57,Gun,Minor,Partly Cloudy,6,Embezzlement
2014-10-07,10:52:17,Assault,Whitefield,12.9443,77.6555,Other,50,Female,18,Knife,Minor,Overcast,11,Theft
2014-10-07,02:52:44,Embezzlement,Kamakshipalya,13.155,77.5801,Other,35,Female,56,Gun,Fatal,Overcast,0,Vandalism
